Load,Active set ID
"(0.0, 0.0, 0.0, 0.0, 1.02, 0.0, 1.45, 0.0, 0.87, 3095)",3
"(0.0, 0.0, 0.0, 0.0, 0.54, 0.0, 0.89, 0.0, 0.96, 3264)",1
"(0.0, 0.0, 0.0, 0.0, 0.51, 0.0, 1.26, 0.0, 1.65, 2031)",2
"(0.0, 0.0, 0.0, 0.0, 0.83, 0.0, 1.25, 0.0, 1.76, 2968)",2
"(0.0, 0.0, 0.0, 0.0, 0.75, 0.0, 1.46, 0.0, 1.44, 3807)",3
"(0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.67, 0.0, 0.94, 3224)",1
"(0.0, 0.0, 0.0, 0.0, 0.51, 0.0, 0.54, 0.0, 1.07, 2576)",1
"(0.0, 0.0, 0.0, 0.0, 1.24, 0.0, 1.33, 0.0, 0.82, 3527)",3
"(0.0, 0.0, 0.0, 0.0, 0.81, 0.0, 1.0, 0.0, 1.8, 2664)",2
"(0.0, 0.0, 0.0, 0.0, 1.05, 0.0, 0.59, 0.0, 1.67, 3778)",3
"(0.0, 0.0, 0.0, 0.0, 1.25, 0.0, 0.58, 0.0, 0.68, 2985)",1
"(0.0, 0.0, 0.0, 0.0, 0.85, 0.0, 0.83, 0.0, 0.63, 3031)",1
"(0.0, 0.0, 0.0, 0.0, 1.28, 0.0, 0.92, 0.0, 1.18, 3152)",3
"(0.0, 0.0, 0.0, 0.0, 1.18, 0.0, 1.0, 0.0, 0.82, 3790)",3
"(0.0, 0.0, 0.0, 0.0, 1.15, 0.0, 1.41, 0.0, 1.11, 2395)",2
"(0.0, 0.0, 0.0, 0.0, 0.84, 0.0, 0.57, 0.0, 1.17, 2437)",1
"(0.0, 0.0, 0.0, 0.0, 0.46, 0.0, 0.76, 0.0, 0.81, 2293)",1
"(0.0, 0.0, 0.0, 0.0, 0.59, 0.0, 0.75, 0.0, 0.79, 2813)",1
"(0.0, 0.0, 0.0, 0.0, 1.21, 0.0, 0.84, 0.0, 1.17, 2221)",2
"(0.0, 0.0, 0.0, 0.0, 0.45, 0.0, 1.09, 0.0, 1.27, 2326)",2
"(0.0, 0.0, 0.0, 0.0, 1.13, 0.0, 0.51, 0.0, 1.56, 2232)",2
"(0.0, 0.0, 0.0, 0.0, 1.09, 0.0, 1.41, 0.0, 1.11, 3235)",3
"(0.0, 0.0, 0.0, 0.0, 0.63, 0.0, 1.0, 0.0, 1.59, 2761)",2
"(0.0, 0.0, 0.0, 0.0, 0.51, 0.0, 0.6, 0.0, 1.58, 3412)",1
"(0.0, 0.0, 0.0, 0.0, 0.77, 0.0, 1.41, 0.0, 0.88, 3512)",3
"(0.0, 0.0, 0.0, 0.0, 0.48, 0.0, 1.21, 0.0, 1.77, 2021)",2
"(0.0, 0.0, 0.0, 0.0, 1.33, 0.0, 1.14, 0.0, 1.01, 3523)",3
"(0.0, 0.0, 0.0, 0.0, 0.81, 0.0, 1.33, 0.0, 1.33, 3515)",3
"(0.0, 0.0, 0.0, 0.0, 0.63, 0.0, 1.09, 0.0, 1.25, 3751)",3
"(0.0, 0.0, 0.0, 0.0, 1.06, 0.0, 1.44, 0.0, 0.87, 2032)",2
"(0.0, 0.0, 0.0, 0.0, 0.62, 0.0, 1.05, 0.0, 0.69, 3025)",1
"(0.0, 0.0, 0.0, 0.0, 0.87, 0.0, 1.1, 0.0, 1.73, 2945)",2
"(0.0, 0.0, 0.0, 0.0, 0.78, 0.0, 0.6, 0.0, 1.59, 3024)",3
"(0.0, 0.0, 0.0, 0.0, 1.32, 0.0, 1.0, 0.0, 1.06, 3217)",3
"(0.0, 0.0, 0.0, 0.0, 0.65, 0.0, 1.45, 0.0, 1.3, 2186)",2
"(0.0, 0.0, 0.0, 0.0, 1.13, 0.0, 1.13, 0.0, 0.97, 2263)",2
"(0.0, 0.0, 0.0, 0.0, 0.85, 0.0, 1.44, 0.0, 1.69, 3627)",3
"(0.0, 0.0, 0.0, 0.0, 1.11, 0.0, 1.46, 0.0, 0.95, 2002)",2
"(0.0, 0.0, 0.0, 0.0, 1.32, 0.0, 0.6, 0.0, 0.71, 2516)",1
"(0.0, 0.0, 0.0, 0.0, 1.15, 0.0, 0.98, 0.0, 1.12, 3466)",3
"(0.0, 0.0, 0.0, 0.0, 1.28, 0.0, 0.57, 0.0, 1.26, 3155)",3
"(0.0, 0.0, 0.0, 0.0, 0.61, 0.0, 0.71, 0.0, 1.47, 3331)",3
"(0.0, 0.0, 0.0, 0.0, 0.97, 0.0, 1.33, 0.0, 1.46, 2484)",2
"(0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 1.31, 0.0, 0.75, 3707)",3
"(0.0, 0.0, 0.0, 0.0, 0.76, 0.0, 0.76, 0.0, 1.11, 2935)",1
"(0.0, 0.0, 0.0, 0.0, 1.04, 0.0, 0.93, 0.0, 1.31, 3557)",3
"(0.0, 0.0, 0.0, 0.0, 0.59, 0.0, 0.66, 0.0, 1.54, 3671)",3
"(0.0, 0.0, 0.0, 0.0, 0.82, 0.0, 0.91, 0.0, 1.67, 3509)",3
"(0.0, 0.0, 0.0, 0.0, 0.73, 0.0, 0.9, 0.0, 1.38, 2631)",2
"(0.0, 0.0, 0.0, 0.0, 1.08, 0.0, 0.78, 0.0, 1.4, 2590)",2
"(0.0, 0.0, 0.0, 0.0, 1.23, 0.0, 0.82, 0.0, 0.82, 3555)",3
"(0.0, 0.0, 0.0, 0.0, 0.83, 0.0, 0.77, 0.0, 1.03, 3878)",1
"(0.0, 0.0, 0.0, 0.0, 1.15, 0.0, 1.39, 0.0, 0.83, 3287)",3
"(0.0, 0.0, 0.0, 0.0, 0.71, 0.0, 0.72, 0.0, 1.13, 3778)",1
"(0.0, 0.0, 0.0, 0.0, 1.01, 0.0, 0.53, 0.0, 1.68, 2912)",2
"(0.0, 0.0, 0.0, 0.0, 0.52, 0.0, 1.14, 0.0, 1.55, 3195)",3
"(0.0, 0.0, 0.0, 0.0, 1.28, 0.0, 0.6, 0.0, 0.86, 2947)",2
"(0.0, 0.0, 0.0, 0.0, 1.02, 0.0, 1.29, 0.0, 0.89, 3220)",3
"(0.0, 0.0, 0.0, 0.0, 1.32, 0.0, 0.99, 0.0, 1.45, 2104)",2
"(0.0, 0.0, 0.0, 0.0, 1.15, 0.0, 0.72, 0.0, 1.57, 3822)",3
"(0.0, 0.0, 0.0, 0.0, 0.81, 0.0, 0.61, 0.0, 0.8, 2412)",1
"(0.0, 0.0, 0.0, 0.0, 0.73, 0.0, 1.16, 0.0, 0.65, 2073)",1
"(0.0, 0.0, 0.0, 0.0, 1.11, 0.0, 0.95, 0.0, 1.07, 2345)",2
"(0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.99, 0.0, 1.59, 3540)",3
"(0.0, 0.0, 0.0, 0.0, 0.69, 0.0, 0.58, 0.0, 1.58, 3865)",3
"(0.0, 0.0, 0.0, 0.0, 0.98, 0.0, 0.55, 0.0, 0.73, 3625)",1
"(0.0, 0.0, 0.0, 0.0, 0.95, 0.0, 0.65, 0.0, 1.48, 2825)",2
"(0.0, 0.0, 0.0, 0.0, 1.06, 0.0, 0.65, 0.0, 0.69, 3879)",1
"(0.0, 0.0, 0.0, 0.0, 0.87, 0.0, 1.07, 0.0, 1.23, 2060)",2
"(0.0, 0.0, 0.0, 0.0, 1.07, 0.0, 0.63, 0.0, 1.27, 2671)",2
"(0.0, 0.0, 0.0, 0.0, 0.98, 0.0, 1.38, 0.0, 0.93, 3010)",3
"(0.0, 0.0, 0.0, 0.0, 1.21, 0.0, 1.24, 0.0, 1.43, 2979)",2
"(0.0, 0.0, 0.0, 0.0, 0.93, 0.0, 1.0, 0.0, 1.46, 3490)",3
"(0.0, 0.0, 0.0, 0.0, 0.84, 0.0, 1.27, 0.0, 1.06, 3729)",3
"(0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 1.03, 0.0, 1.59, 2472)",2
"(0.0, 0.0, 0.0, 0.0, 1.32, 0.0, 0.93, 0.0, 0.78, 3628)",3
"(0.0, 0.0, 0.0, 0.0, 0.45, 0.0, 1.22, 0.0, 1.45, 3196)",3
"(0.0, 0.0, 0.0, 0.0, 0.99, 0.0, 1.39, 0.0, 0.87, 2291)",2
"(0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 0.75, 0.0, 1.27, 2746)",2
"(0.0, 0.0, 0.0, 0.0, 0.7, 0.0, 1.5, 0.0, 0.81, 2425)",2
"(0.0, 0.0, 0.0, 0.0, 0.99, 0.0, 1.16, 0.0, 1.32, 3215)",3
"(0.0, 0.0, 0.0, 0.0, 1.28, 0.0, 0.91, 0.0, 0.68, 2931)",2
"(0.0, 0.0, 0.0, 0.0, 1.15, 0.0, 0.91, 0.0, 1.42, 2325)",2
"(0.0, 0.0, 0.0, 0.0, 1.19, 0.0, 0.61, 0.0, 1.28, 2424)",2
"(0.0, 0.0, 0.0, 0.0, 0.51, 0.0, 0.56, 0.0, 0.98, 3814)",1
"(0.0, 0.0, 0.0, 0.0, 1.3, 0.0, 0.81, 0.0, 0.73, 2940)",2
"(0.0, 0.0, 0.0, 0.0, 0.65, 0.0, 1.14, 0.0, 0.69, 2991)",1
"(0.0, 0.0, 0.0, 0.0, 0.91, 0.0, 0.88, 0.0, 1.14, 3675)",3
"(0.0, 0.0, 0.0, 0.0, 1.11, 0.0, 1.35, 0.0, 1.53, 3392)",3
"(0.0, 0.0, 0.0, 0.0, 1.02, 0.0, 0.85, 0.0, 1.87, 2768)",2
"(0.0, 0.0, 0.0, 0.0, 1.35, 0.0, 0.74, 0.0, 1.8, 3338)",3
"(0.0, 0.0, 0.0, 0.0, 1.17, 0.0, 1.03, 0.0, 1.06, 2290)",2
"(0.0, 0.0, 0.0, 0.0, 0.45, 0.0, 1.42, 0.0, 0.83, 2477)",1
"(0.0, 0.0, 0.0, 0.0, 1.12, 0.0, 1.44, 0.0, 1.31, 3217)",3
"(0.0, 0.0, 0.0, 0.0, 1.14, 0.0, 0.96, 0.0, 1.48, 2789)",2
"(0.0, 0.0, 0.0, 0.0, 0.59, 0.0, 1.08, 0.0, 1.84, 3400)",3
"(0.0, 0.0, 0.0, 0.0, 1.02, 0.0, 1.15, 0.0, 1.82, 3415)",3
"(0.0, 0.0, 0.0, 0.0, 0.94, 0.0, 1.39, 0.0, 0.94, 2112)",2
"(0.0, 0.0, 0.0, 0.0, 0.91, 0.0, 1.36, 0.0, 1.0, 2694)",2
"(0.0, 0.0, 0.0, 0.0, 1.14, 0.0, 0.52, 0.0, 0.82, 3683)",1
"(0.0, 0.0, 0.0, 0.0, 0.96, 0.0, 1.33, 0.0, 1.36, 3820)",3
"(0.0, 0.0, 0.0, 0.0, 0.74, 0.0, 0.61, 0.0, 1.49, 3149)",3
"(0.0, 0.0, 0.0, 0.0, 1.19, 0.0, 0.93, 0.0, 1.15, 3305)",3
"(0.0, 0.0, 0.0, 0.0, 0.67, 0.0, 1.34, 0.0, 1.74, 2670)",2
"(0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.9, 0.0, 0.98, 3766)",1
"(0.0, 0.0, 0.0, 0.0, 1.02, 0.0, 1.11, 0.0, 1.46, 2493)",2
"(0.0, 0.0, 0.0, 0.0, 0.77, 0.0, 1.49, 0.0, 0.99, 2863)",2
"(0.0, 0.0, 0.0, 0.0, 1.33, 0.0, 0.59, 0.0, 1.81, 2537)",2
"(0.0, 0.0, 0.0, 0.0, 1.14, 0.0, 0.84, 0.0, 1.2, 3844)",3
"(0.0, 0.0, 0.0, 0.0, 0.66, 0.0, 0.55, 0.0, 1.21, 2647)",1
"(0.0, 0.0, 0.0, 0.0, 0.51, 0.0, 0.59, 0.0, 1.87, 3206)",3
"(0.0, 0.0, 0.0, 0.0, 1.21, 0.0, 1.27, 0.0, 1.01, 2228)",2
"(0.0, 0.0, 0.0, 0.0, 1.29, 0.0, 0.94, 0.0, 1.72, 3768)",3
"(0.0, 0.0, 0.0, 0.0, 1.14, 0.0, 1.31, 0.0, 1.14, 3079)",3
"(0.0, 0.0, 0.0, 0.0, 0.93, 0.0, 1.01, 0.0, 1.65, 2305)",2
"(0.0, 0.0, 0.0, 0.0, 1.15, 0.0, 0.52, 0.0, 1.04, 3564)",3
"(0.0, 0.0, 0.0, 0.0, 0.69, 0.0, 1.31, 0.0, 0.65, 2988)",1
"(0.0, 0.0, 0.0, 0.0, 0.46, 0.0, 0.9, 0.0, 1.36, 3049)",3
"(0.0, 0.0, 0.0, 0.0, 0.67, 0.0, 1.07, 0.0, 0.81, 2927)",1
"(0.0, 0.0, 0.0, 0.0, 0.84, 0.0, 1.12, 0.0, 1.7, 3522)",3
"(0.0, 0.0, 0.0, 0.0, 1.24, 0.0, 1.45, 0.0, 0.82, 3676)",3
"(0.0, 0.0, 0.0, 0.0, 1.1, 0.0, 1.41, 0.0, 1.55, 2714)",2
"(0.0, 0.0, 0.0, 0.0, 1.13, 0.0, 1.1, 0.0, 0.89, 2237)",2
"(0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.86, 0.0, 0.84, 2530)",1
"(0.0, 0.0, 0.0, 0.0, 1.22, 0.0, 1.06, 0.0, 1.6, 2465)",2
"(0.0, 0.0, 0.0, 0.0, 1.07, 0.0, 1.33, 0.0, 1.53, 3320)",3
"(0.0, 0.0, 0.0, 0.0, 1.16, 0.0, 1.33, 0.0, 0.88, 2206)",2
"(0.0, 0.0, 0.0, 0.0, 1.21, 0.0, 1.43, 0.0, 0.81, 3579)",3
"(0.0, 0.0, 0.0, 0.0, 0.92, 0.0, 1.25, 0.0, 1.19, 2774)",2
"(0.0, 0.0, 0.0, 0.0, 1.06, 0.0, 0.86, 0.0, 1.32, 3598)",3
"(0.0, 0.0, 0.0, 0.0, 0.58, 0.0, 1.16, 0.0, 1.44, 3318)",3
"(0.0, 0.0, 0.0, 0.0, 1.31, 0.0, 0.91, 0.0, 1.0, 2446)",2
"(0.0, 0.0, 0.0, 0.0, 0.56, 0.0, 1.08, 0.0, 1.77, 3659)",3
"(0.0, 0.0, 0.0, 0.0, 1.34, 0.0, 0.64, 0.0, 1.22, 3768)",3
"(0.0, 0.0, 0.0, 0.0, 0.98, 0.0, 1.28, 0.0, 0.96, 3715)",3
"(0.0, 0.0, 0.0, 0.0, 0.59, 0.0, 0.64, 0.0, 1.02, 3002)",1
"(0.0, 0.0, 0.0, 0.0, 0.79, 0.0, 1.25, 0.0, 0.98, 3362)",3
"(0.0, 0.0, 0.0, 0.0, 1.32, 0.0, 0.83, 0.0, 0.97, 2075)",2
"(0.0, 0.0, 0.0, 0.0, 0.58, 0.0, 1.17, 0.0, 1.16, 3247)",3
"(0.0, 0.0, 0.0, 0.0, 0.95, 0.0, 1.02, 0.0, 1.52, 3835)",3
"(0.0, 0.0, 0.0, 0.0, 1.18, 0.0, 1.44, 0.0, 1.34, 3098)",3
"(0.0, 0.0, 0.0, 0.0, 0.91, 0.0, 0.74, 0.0, 0.95, 3721)",1
"(0.0, 0.0, 0.0, 0.0, 0.88, 0.0, 0.51, 0.0, 1.67, 3247)",3
"(0.0, 0.0, 0.0, 0.0, 0.97, 0.0, 0.99, 0.0, 1.36, 3450)",3
"(0.0, 0.0, 0.0, 0.0, 0.51, 0.0, 1.32, 0.0, 1.13, 2497)",2
"(0.0, 0.0, 0.0, 0.0, 0.71, 0.0, 1.16, 0.0, 0.81, 3470)",1
"(0.0, 0.0, 0.0, 0.0, 0.7, 0.0, 1.32, 0.0, 0.73, 2512)",2
"(0.0, 0.0, 0.0, 0.0, 0.63, 0.0, 1.04, 0.0, 1.62, 3565)",3
"(0.0, 0.0, 0.0, 0.0, 1.15, 0.0, 1.04, 0.0, 1.8, 3840)",3
"(0.0, 0.0, 0.0, 0.0, 1.32, 0.0, 1.26, 0.0, 0.74, 2162)",2
"(0.0, 0.0, 0.0, 0.0, 0.9, 0.0, 1.08, 0.0, 0.67, 3859)",1
"(0.0, 0.0, 0.0, 0.0, 1.05, 0.0, 0.64, 0.0, 1.2, 3178)",3
"(0.0, 0.0, 0.0, 0.0, 1.1, 0.0, 1.34, 0.0, 0.65, 2567)",2
"(0.0, 0.0, 0.0, 0.0, 1.1, 0.0, 0.8, 0.0, 0.89, 3452)",3
"(0.0, 0.0, 0.0, 0.0, 0.79, 0.0, 0.9, 0.0, 0.83, 2193)",1
"(0.0, 0.0, 0.0, 0.0, 1.33, 0.0, 0.93, 0.0, 0.98, 3473)",3
"(0.0, 0.0, 0.0, 0.0, 0.62, 0.0, 0.69, 0.0, 1.57, 2336)",2
"(0.0, 0.0, 0.0, 0.0, 1.05, 0.0, 0.83, 0.0, 0.88, 2551)",2
"(0.0, 0.0, 0.0, 0.0, 1.01, 0.0, 1.37, 0.0, 1.32, 2214)",2
"(0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 1.0, 0.0, 0.65, 2331)",1
"(0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 1.4, 0.0, 0.66, 2391)",1
"(0.0, 0.0, 0.0, 0.0, 0.95, 0.0, 1.16, 0.0, 1.26, 3429)",3
"(0.0, 0.0, 0.0, 0.0, 0.48, 0.0, 0.7, 0.0, 1.64, 3617)",3
"(0.0, 0.0, 0.0, 0.0, 0.93, 0.0, 0.92, 0.0, 1.81, 3528)",3
"(0.0, 0.0, 0.0, 0.0, 0.7, 0.0, 0.52, 0.0, 1.49, 2404)",2
"(0.0, 0.0, 0.0, 0.0, 0.61, 0.0, 1.13, 0.0, 1.46, 2724)",2
"(0.0, 0.0, 0.0, 0.0, 0.69, 0.0, 0.56, 0.0, 1.37, 2348)",1
"(0.0, 0.0, 0.0, 0.0, 0.74, 0.0, 0.66, 0.0, 0.7, 2391)",1
"(0.0, 0.0, 0.0, 0.0, 1.23, 0.0, 1.03, 0.0, 1.42, 2079)",2
"(0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 0.71, 0.0, 1.11, 3886)",1
"(0.0, 0.0, 0.0, 0.0, 1.12, 0.0, 1.2, 0.0, 1.58, 2166)",2
"(0.0, 0.0, 0.0, 0.0, 0.9, 0.0, 0.7, 0.0, 1.6, 3339)",3
"(0.0, 0.0, 0.0, 0.0, 1.33, 0.0, 1.29, 0.0, 1.24, 3665)",3
"(0.0, 0.0, 0.0, 0.0, 0.66, 0.0, 0.52, 0.0, 0.87, 3194)",1
"(0.0, 0.0, 0.0, 0.0, 0.75, 0.0, 0.77, 0.0, 1.78, 3315)",3
"(0.0, 0.0, 0.0, 0.0, 0.72, 0.0, 0.82, 0.0, 0.74, 3784)",1
"(0.0, 0.0, 0.0, 0.0, 1.32, 0.0, 0.67, 0.0, 0.74, 2052)",2
"(0.0, 0.0, 0.0, 0.0, 0.93, 0.0, 0.52, 0.0, 1.2, 3143)",1
"(0.0, 0.0, 0.0, 0.0, 0.84, 0.0, 1.28, 0.0, 1.23, 2739)",2
"(0.0, 0.0, 0.0, 0.0, 0.7, 0.0, 0.89, 0.0, 1.52, 2058)",2
"(0.0, 0.0, 0.0, 0.0, 1.11, 0.0, 0.77, 0.0, 1.65, 2496)",2
"(0.0, 0.0, 0.0, 0.0, 1.01, 0.0, 0.59, 0.0, 1.58, 3137)",3
"(0.0, 0.0, 0.0, 0.0, 1.18, 0.0, 1.21, 0.0, 0.98, 3572)",3
"(0.0, 0.0, 0.0, 0.0, 1.06, 0.0, 0.61, 0.0, 1.38, 2692)",2
"(0.0, 0.0, 0.0, 0.0, 0.96, 0.0, 0.72, 0.0, 1.68, 2867)",2
"(0.0, 0.0, 0.0, 0.0, 1.07, 0.0, 1.09, 0.0, 1.31, 3830)",3
"(0.0, 0.0, 0.0, 0.0, 0.92, 0.0, 0.56, 0.0, 1.19, 2159)",1
"(0.0, 0.0, 0.0, 0.0, 1.21, 0.0, 0.96, 0.0, 1.33, 3769)",3
"(0.0, 0.0, 0.0, 0.0, 1.03, 0.0, 1.14, 0.0, 1.35, 2308)",2
"(0.0, 0.0, 0.0, 0.0, 0.62, 0.0, 1.09, 0.0, 1.25, 2777)",2
"(0.0, 0.0, 0.0, 0.0, 0.78, 0.0, 1.44, 0.0, 0.82, 2222)",2
"(0.0, 0.0, 0.0, 0.0, 1.27, 0.0, 0.55, 0.0, 0.86, 3046)",1
"(0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.62, 0.0, 1.2, 3779)",1
"(0.0, 0.0, 0.0, 0.0, 1.15, 0.0, 1.24, 0.0, 1.3, 2005)",2
"(0.0, 0.0, 0.0, 0.0, 0.57, 0.0, 1.18, 0.0, 1.05, 2159)",2
"(0.0, 0.0, 0.0, 0.0, 0.88, 0.0, 0.65, 0.0, 0.86, 3039)",1
"(0.0, 0.0, 0.0, 0.0, 0.85, 0.0, 1.45, 0.0, 1.55, 2275)",2
"(0.0, 0.0, 0.0, 0.0, 0.88, 0.0, 1.26, 0.0, 1.17, 3731)",3
"(0.0, 0.0, 0.0, 0.0, 0.92, 0.0, 1.47, 0.0, 1.83, 2008)",2
"(0.0, 0.0, 0.0, 0.0, 0.91, 0.0, 1.14, 0.0, 1.83, 2953)",2
"(0.0, 0.0, 0.0, 0.0, 1.11, 0.0, 1.25, 0.0, 1.22, 3885)",3
"(0.0, 0.0, 0.0, 0.0, 0.83, 0.0, 1.37, 0.0, 1.55, 2965)",2
"(0.0, 0.0, 0.0, 0.0, 0.86, 0.0, 0.76, 0.0, 0.9, 3845)",1
"(0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.45, 0.0, 1.61, 3168)",3
"(0.0, 0.0, 0.0, 0.0, 0.57, 0.0, 0.57, 0.0, 0.75, 3003)",1
"(0.0, 0.0, 0.0, 0.0, 0.6, 0.0, 0.98, 0.0, 0.74, 2287)",1
"(0.0, 0.0, 0.0, 0.0, 1.17, 0.0, 0.96, 0.0, 1.6, 3143)",3
"(0.0, 0.0, 0.0, 0.0, 0.55, 0.0, 1.1, 0.0, 0.85, 2134)",1
"(0.0, 0.0, 0.0, 0.0, 0.53, 0.0, 1.44, 0.0, 1.59, 2066)",2
"(0.0, 0.0, 0.0, 0.0, 0.79, 0.0, 0.94, 0.0, 1.33, 3046)",3
"(0.0, 0.0, 0.0, 0.0, 0.9, 0.0, 1.03, 0.0, 1.17, 3273)",3
"(0.0, 0.0, 0.0, 0.0, 1.19, 0.0, 1.11, 0.0, 0.99, 2806)",2
"(0.0, 0.0, 0.0, 0.0, 0.66, 0.0, 0.52, 0.0, 1.27, 3421)",1
"(0.0, 0.0, 0.0, 0.0, 0.61, 0.0, 1.21, 0.0, 0.69, 3488)",1
"(0.0, 0.0, 0.0, 0.0, 0.81, 0.0, 1.32, 0.0, 0.97, 2695)",2
"(0.0, 0.0, 0.0, 0.0, 0.64, 0.0, 0.85, 0.0, 0.97, 3170)",1
"(0.0, 0.0, 0.0, 0.0, 1.3, 0.0, 0.85, 0.0, 1.31, 3653)",3
"(0.0, 0.0, 0.0, 0.0, 1.19, 0.0, 0.51, 0.0, 1.87, 3644)",3
"(0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.67, 0.0, 1.07, 3041)",1
"(0.0, 0.0, 0.0, 0.0, 0.84, 0.0, 1.18, 0.0, 1.34, 2529)",2
"(0.0, 0.0, 0.0, 0.0, 0.53, 0.0, 0.76, 0.0, 0.92, 2475)",1
"(0.0, 0.0, 0.0, 0.0, 1.06, 0.0, 0.83, 0.0, 1.67, 3460)",3
"(0.0, 0.0, 0.0, 0.0, 0.45, 0.0, 0.63, 0.0, 0.67, 2083)",1
"(0.0, 0.0, 0.0, 0.0, 0.99, 0.0, 0.98, 0.0, 1.72, 2821)",2
"(0.0, 0.0, 0.0, 0.0, 1.15, 0.0, 1.15, 0.0, 1.37, 2847)",2
"(0.0, 0.0, 0.0, 0.0, 1.17, 0.0, 0.55, 0.0, 0.68, 2371)",1
"(0.0, 0.0, 0.0, 0.0, 0.77, 0.0, 0.67, 0.0, 1.39, 2349)",2
